Species,Host,Year,Location,Region,Haplogroup,GROUP,coord.X,coord.Y,Coord.type,Description,Source
V. destructor,NA,NA,India,Gurdaspur,VD_Korea_K1,VD_K_type,32.040271,75.397966,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Hisar,VD_Hisar_1,VD_K_type,29.149907,75.717371,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Hisar,VD_Korea_K1,VD_K_type,29.149907,75.717371,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Hoshiarpur,VD_Hoshiarpur_1,VD_K_type,31.512777,75.913191,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Hoshiarpur,VD_Korea_K1,VD_K_type,31.512777,75.913191,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Jammu,VD_Jammu_1,VD_K_type,32.728756,74.844,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Jammu,VD_Korea_K1,VD_K_type,32.728756,74.844,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Ludhiana,VD_Korea_K1,VD_K_type,30.903962,75.848281,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Ludhiana,VD_Korea_K1,VD_K_type,30.903962,75.848281,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Ludhiana,VD_Ludhiana_1,VD_K_type,30.903962,75.848281,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Ludhiana,VD_Ludhiana_2,VD_K_type,30.903962,75.848281,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Nagrota,VD_Korea_K1,VD_K_type,32.798135,74.915237,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Nagrota,VD_Korea_K1,VD_K_type,32.798135,74.915237,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Nagrota,VD_Nagrota_1,VD_K_type,32.798135,74.915237,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Rajasthan,VD_Korea_K1,VD_K_type,26.888307,75.813926,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Rampuraphul,VD_Korea_K1,VD_K_type,30.277044,75.238239,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Ropar,VD_Korea_K1,VD_K_type,30.976029,76.53783,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. destructor,NA,NA,India,Ropar,VD_Korea_K1,VD_K_type,30.976029,76.53783,approximate,"Year:NA Ref:Gupta,V.K., Kaur,R., Kaur,H. and Chhuneja,P.K.",Litterature
V. jacobsoni,A. cerana,2014,India,Bengaluru,VJ_Bengaluru_1,VJ_Bengaluru_1,13.078379,77.579302,approximate,Year:2014 Ref:Bhatta et al. (2019),Litterature
V. jacobsoni,A. cerana,1997,Indonesia,"Ambon, Ambon",VJ_Ambon_1,VJ_Ambon_1,-3.63217,128.24983,approximate,Year:1997 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1997,Indonesia,"Ambon, Paso",VJ_Ambon_1,VJ_Ambon_1,-3.62629,128.24701,approximate,Year:1997 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1998,Indonesia,"Bali, Ubud",VJ_Bali_1,VJ_Bali_1,-8.50685,115.26247,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1995;1996;1997,Indonesia,"Biak, Biak",VJ_Java_1,VJ_Java_1,-1.175351,136.071908,approximate,Year:1995;1996;1997 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1998,Indonesia,"Flores, Labuhan Bajo",VJ_Flores_1,VJ_Flores_1,-8.49238,119.89017,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1995,Indonesia,"Irian Jaya, Biak island",VJ_Java_1,VJ_Java_1,-1.175351,136.071908,approximate,Year:1995 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1995,Indonesia,"Irian Jaya, Jayapura",VJ_Java_1,VJ_Java_1,-2.607504,140.67724,approximate,Year:1995 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1997,Indonesia,"Irian Jaya, Koya Timur",VJ_Java_1,VJ_Java_1,-2.690969,140.845851,approximate,Year:1997 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1991,Indonesia,"Irian Jaya, Wamena",VJ_Java_1,VJ_Java_1,-4.101567,138.944257,approximate,Year:1991 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1995,Indonesia,"Irian Jaya, Yapen island",VJ_Java_1,VJ_Java_1,-1.87801,136.23666,approximate,Year:1995 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1996;1998,Indonesia,"Java, Malang",VJ_Java_1,VJ_Java_1,-7.96662,112.63263,approximate,Year:1996;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1991;1995;1996;1998,Indonesia,"Java, Parung  Panjang",VJ_Java_1,VJ_Java_1,-6.3681,106.55338,approximate,Year:1991;1995;1996;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1991;1995,Indonesia,"Java, Pekalongan",VJ_Java_1,VJ_Java_1,-6.895258,109.673911,approximate,Year:1991;1995 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1997,Indonesia,"Java, Sukabumi",VJ_Java_1,VJ_Java_1,-6.92387,106.93156,approximate,Year:1997 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1994,Indonesia,"Java, Yogyakarta",VJ_Java_1,VJ_Java_1,-7.811591,110.364121,approximate,Year:1994 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1998,Indonesia,"Lombok, Kuta",VJ_Lombok_1,VJ_Lombok_1,-8.88027,116.28361,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1998,Indonesia,"Lombok, Mataram",VJ_Lombok_1,VJ_Lombok_1,-8.57699,116.10048,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1996,Indonesia,"Sulawesi, Palu",VJ_Java_1,VJ_Java_1,-0.8679,119.90465,approximate,Year:1996 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1997,Indonesia,"Sulawesi, Ujung Pandang",VJ_Java_1,VJ_Java_1,-5.1192,119.43461,approximate,Year:1997 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1997,Indonesia,"Sumatra, Medan",VJ_Sumatra_1,VJ_Sumatra_1,3.59519,98.67222,approximate,Year:1997 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1997,Indonesia,"Sumatra, Padang",VJ_Sumatra_1,VJ_Sumatra_1,-0.85327,100.39471,approximate,Year:1997 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1998,Indonesia,"Sumbawa, Sumbawa",VJ_Sumbawa_1,VJ_Sumbawa_1,-8.73807,118.1171,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1998,Indonesia,"Timor, Loli",VJ_Java_1,VJ_Java_1,-9.66056,124.5266,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1995;1996;1997;1998,Indonesia,"Yapen, Serui",VJ_Java_1,VJ_Java_1,-1.87801,136.23666,approximate,Year:1995;1996;1997;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1993,Malaysia,"Borneo, Sabah",VJ_Borneo_1,VJ_Borneo_1,5.95935,116.1158,approximate,Year:1993 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1995,Malaysia,Kluang,VJ_Malaysia_1,VJ_Malaysia_1,2.03006,103.31846,approximate,Year:1995 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1989;1995,Malaysia,"UPM, Serdang",VJ_Malaysia_1,VJ_Malaysia_1,2.99315,101.71587,approximate,Year:1989;1995 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1996,Papua New Guinea,Kainantu,VJ_Java_1,VJ_Java_1,-6.286865,145.863836,approximate,Year:1996 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1995,Papua New Guinea,Lae,VJ_Java_1,VJ_Java_1,-6.718396,146.997371,approximate,Year:1995 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1992,Papua New Guinea,Oksapmin,VJ_Java_1,VJ_Java_1,-5.225908,142.229391,approximate,Year:1992 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1993;1995;1998,Papua New Guinea,PNG + Irian Jaya (Aiyura),VJ_Java_1,VJ_Java_1,-6.34334,145.90809,approximate,Year:1993;1995;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1993;1995;1998,Papua New Guinea,PNG + Irian Jaya (Goroka),VJ_Java_1,VJ_Java_1,-6.08347,145.38626,approximate,Year:1993;1995;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1993;1995;1998,Papua New Guinea,PNG + Irian Jaya (Koya Timor),VJ_Java_1,VJ_Java_1,-2.690969,140.845851,approximate,Year:1993;1995;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1993;1995;1998,Papua New Guinea,PNG + Irian Jaya (Lae),VJ_Java_1,VJ_Java_1,-6.718396,146.997371,approximate,Year:1993;1995;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1993;1995;1998,Papua New Guinea,PNG + Irian Jaya (Oksapmin),VJ_Java_1,VJ_Java_1,-5.225908,142.229391,approximate,Year:1993;1995;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1993;1995;1998,Papua New Guinea,PNG + Irian Jaya (Vanimo),VJ_Java_1,VJ_Java_1,-2.697426,141.300805,approximate,Year:1993;1995;1998 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. cerana,1993;1994,Papua New Guinea,Telefomin,VJ_Java_1,VJ_Java_1,-5.12543,141.639362,approximate,Year:1993;1994 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,1991,Papua New Guinea,Vanimo,VJ_Java_1,VJ_Java_1,-2.697426,141.300805,approximate,Year:1991 Ref:Anderson and Fuchs (1998),Litterature
V. jacobsoni,A. cerana,2001,Thailand," Kow Sa Ming, Trat",VJ_North_Thailand_1,VJ_North_Thailand_1,12.48,102.5,exact,Year: 2001 Accession: DQ061189,NCBI
V. jacobsoni,A. cerana,2001,Thailand," San Pa Tong, Chiang Mai",VJ_North_Thailand_2,VJ_North_Thailand_2,18.6,98.8,exact,Year: 2001 Accession: DQ061190,NCBI
V. jacobsoni,A. cerana,2001,Thailand," Wat Lard Varnon, Samui Island",VJ_Samui_1,VJ_Samui_1,9.48,99.95,exact,Year: 2001 Accession: DQ061188,NCBI
V. jacobsoni,A. cerana,2001,Thailand,"Amphawa, Samut Songkram",VJ_North_Thailand_1,VJ_North_Thailand_1,13.3666667,99.95,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Ban Lard, Phet Buri",VJ_North_Thailand_1,VJ_North_Thailand_1,13.0166667,99.93333333,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,NA,Thailand,Bang Changtay,VJ_Laos_L1,VJ_Laos_L1,12.731596,101.070472,approximate,Year:NA Ref:Navajas et al. (2010),Litterature
V. jacobsoni,A. cerana,NA,Thailand,Bang Changtay,VJ_Laos_L1,VJ_Laos_L1,12.731596,101.070472,approximate,Year:NA Ref:Navajas et al. (2010),Litterature
V. jacobsoni,A. cerana,NA,Thailand,Bang Changtay,VJ_Laos_L1,VJ_Laos_L1,12.731596,101.070472,approximate,Year:NA Ref:Navajas et al. (2010),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Bang Raka, Phitsanulok",VJ_North_Thailand_1,VJ_North_Thailand_1,16.7333333,100.1666667,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Bang Sapan, Prachup Kiri Kan",VJ_Malaysia_1,VJ_Malaysia_1,11.4,99.51666667,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Chang Kein, Chiang Mai",VJ_North_Thailand_2,VJ_North_Thailand_2,18.8333333,98.88333333,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,NA,Thailand,Chiang Mai,VJ_Laos_L1,VJ_Laos_L1,18.795595,98.952067,approximate,Year:NA Ref:Navajas et al. (2010),Litterature
V. jacobsoni,A. cerana,NA,Thailand,Chiang Mai,VJ_Laos_L1,VJ_Laos_L1,18.795595,98.952067,approximate,Year:NA Ref:Navajas et al. (2010),Litterature
V. jacobsoni,A. cerana,NA,Thailand,Chiang Mai,VJ_Laos_L1,VJ_Laos_L1,18.795595,98.952067,approximate,Year:NA Ref:Navajas et al. (2010),Litterature
V. jacobsoni,A. cerana,2013-2015,Thailand,Chiang Mai,VJ_North_Thailand_3,VJ_North_Thailand_3,18.7956,98.952287,approximate,Year:2013-2015 Ref:Dietemann et al. (2019),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Ka Poe, Ranong",VJ_Malaysia_1,VJ_Malaysia_1,9.5833333,98.6,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2013-2015,Thailand,Ko Samui,VJ_Samui_2,VJ_Samui_2,9.510834,100.013844,approximate,Year:2013-2015 Ref:Dietemann et al. (2019),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Kork Pra, Nakorn Sawan",VJ_North_Thailand_2,VJ_North_Thailand_2,15.55,100.0666667,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Kow Sa Ming, Trat",VJ_North_Thailand_1,VJ_North_Thailand_1,12.4666667,102.5,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Kra Tu, Phuket Island",VJ_Malaysia_1,VJ_Malaysia_1,7.9,98.35,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Krasay Sin, Songkla",VJ_Malaysia_1,VJ_Malaysia_1,7.58248,100.28573,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Meung, Prachup Kiri Kahn",VJ_North_Thailand_1,VJ_North_Thailand_1,11.8666667,99.78333333,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2013-2015,Thailand,Phattalung,VJ_Malaysia_2,VJ_Malaysia_2,7.612454,100.087332,approximate,Year:2013-2015 Ref:Dietemann et al. (2019),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Po Thong, Ang Thong",VJ_North_Thailand_1,VJ_North_Thailand_1,14.6666667,100.4166667,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Pran Buri, Prachup Kiri Kan",VJ_North_Thailand_1,VJ_North_Thailand_1,12.45,99.96666667,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Sai Yok, Karnjana Buri",VJ_North_Thailand_1,VJ_North_Thailand_1,14.0333333,99.25,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Sam Roi Yot, Prachup Kiri Kan",VJ_North_Thailand_1,VJ_North_Thailand_1,12.1666667,99.93333333,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"San Pa Tong, Chiang Mai",VJ_North_Thailand_2,VJ_North_Thailand_2,18.6,98.8,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Sawee, Chumphon",VJ_Malaysia_1,VJ_Malaysia_1,10.3333333,99.06666667,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Si Kao, Trang",VJ_Malaysia_1,VJ_Malaysia_1,7.5166667,99.4,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Suan Pheng, Chumphon",VJ_Malaysia_1,VJ_Malaysia_1,10.0166667,99.05,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Tha Sae, Chum Phon",VJ_Malaysia_1,VJ_Malaysia_1,10.5666667,99.1,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Thaling Ngam, Ko Samui, Surat Thani",VJ_Samui_1,VJ_Samui_1,9.4666667,99.95,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Thasala, Nakhonsri Thammarat",VJ_Malaysia_1,VJ_Malaysia_1,8.7666667,99.91666667,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Tup Sa Kae, Prachup Kiri Kan",VJ_Malaysia_1,VJ_Malaysia_1,11.5166667,99.58333333,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Tup Sa Kae, Prachup Kiri Kan",VJ_North_Thailand_1,VJ_North_Thailand_1,11.5166667,99.58333333,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. cerana,2001,Thailand,"Wat Lard Varnon, Ko Samui, Surat Thani",VJ_Samui_1,VJ_Samui_1,9.4833333,99.95,exact,Year:2001 Ref:Warrit et al. (2006),Litterature
V. jacobsoni,A. dorsata,2000,Malaysia,"Agricultural  Research  Station  at  Tenom, Sabah",VJ_Borneo_2,VJ_Borneo_2,5.171081,115.987989,approximate,Year:2000 Ref:Koeniger et al. (2002),Litterature
V. jacobsoni,A. mellifera,2008,Indonesia,"Papua, Mulima",VJ_Java_1,VJ_Java_1,-4.002918,138.95723,approximate,Year:2008 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2008,Papua New Guinea,Banz,VJ_Java_1,VJ_Java_1,-5.799346,144.627533,approximate,Year:2008 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2008,Papua New Guinea,Benabena,VJ_Java_1,VJ_Java_1,-6.11391,145.537,approximate,Year:2008 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2008,Papua New Guinea,EHP and Henganofiborder,VJ_Papua_New_Guinea_1,VJ_Papua_New_Guinea_1,-6.26035,145.59681,approximate,Year:2008 Ref:Techer et al. (2019),Litterature
V. jacobsoni,A. mellifera,2008,Papua New Guinea,Goroka,VJ_Java_1,VJ_Java_1,-6.08347,145.38626,approximate,Year:2008 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2008,Papua New Guinea,Kainantu,VJ_Java_1,VJ_Java_1,-6.290583,145.861533,approximate,Year:2008 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2008,Papua New Guinea,Wabag,VJ_Java_1,VJ_Java_1,-5.48267,143.66373,approximate,Year:2008 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2008,Papua New Guinea,Wau,VJ_Java_1,VJ_Java_1,-7.338868,146.715259,approximate,Year:2008 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2009,Solomon Islands,Kolombangara,VJ_Java_1,VJ_Java_1,-8.114273,157.128636,approximate,Year:2009 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2009,Solomon Islands,Munda,VJ_Java_1,VJ_Java_1,-8.329369,157.270897,approximate,Year:2009 Ref:Roberts et al. (2015),Litterature
V. jacobsoni,A. mellifera,2013-2015,Thailand,Chiang Mai,VJ_North_Thailand_3,VJ_North_Thailand_3,18.7956,98.952287,approximate,Year:2013-2015 Ref:Dietemann et al. (2019),Litterature
V. jacobsoni,A. nigrocincta,1996,Indonesia,"Sulawesi, Palu",VJ_Java_1,VJ_Java_1,-0.8679,119.90465,approximate,Year:1996 Ref:Anderson and Trueman (2000),Litterature
V. jacobsoni,A. nigrocincta,1997,Indonesia,"Sulawesi, Ujung Pandang",VJ_Java_1,VJ_Java_1,-5.1192,119.43461,approximate,Year:1997 Ref:Anderson and Trueman (2000),Litterature
V. rindereri,A. koschevnikovi,NA,Malaysia,Borneo,VR_Malaysia,VR_Malaysia,0.988418,114.553026,approximate,Year:NA Ref:Anderson and Trueman (2000),Litterature
Varroa sp.,A. cerana,2013,Philippines,Los Banos,VSP_Los_Banos_1,VSP_Los_Banos_1,14.09,121.14,exact,Year:2013 Ref:Beaurepaire et al. (2015),Litterature
Varroa sp.,A. cerana,1996,Philippines,"Luzon, Batangas",VSP_Luzon_1,VSP_Luzon_1,13.91529,121.95282,approximate,Year:1996 Ref:Anderson and Trueman (2000),Litterature
Varroa sp.,A. cerana,1997;1998,Philippines,"Luzon, San Fernando, La Union",VSP_Luzon_2,VSP_Luzon_2,16.75446,120.33783,approximate,Year:1997;1998 Ref:Anderson and Trueman (2000),Litterature
Varroa sp.,A. cerana,1998,Philippines,"Mindanao, Davao",VSP_Mindanao,VSP_Mindanao,7.45165,125.83431,approximate,Year:1998 Ref:Anderson and Trueman (2000),Litterature
Varroa sp.,A. cerana,2013,Philippines,NA,VSP_Los_Banos_1,VSP_Los_Banos_1,14.09,121.14,exact,Year: 2013 Accession: KR528386,NCBI
Varroa sp.,A. mellifera,2013,Philippines,Los Banos,VSP_Los_Banos_1,VSP_Los_Banos_1,14.09,121.14,exact,Year:2013 Ref:Beaurepaire et al. (2015),Litterature
Varroa sp.,A. mellifera,2013,Philippines,NA,VSP_Los_Banos_1,VSP_Los_Banos_1,14.09,121.14,exact,Year: 2013 Accession: KR528387,NCBI